text,sentiment,text_clean
thanks our narendra modi sir for granting permission our scientists develop anti satellite missile improve our country defence system,1,thanks our narendra modi sir for granting permission our scientists develop anti satellite missile improve our country defence system
like our economy jumped from 10th 6th position modi government put indian economy out fragile and still jobs were created doesnt sounds right,1,like our economy jumped from 10th 6th position modi government put indian economy out fragile and still jobs were created doesnt sounds right
pakistan only winning because modi was indra matter balushishtan was solved now,1,pakistan only winning because modi was indra matter balushishtan was solved now
vote for modi for the glory merry indiasuppose leads nation will proceedhe the best all its nationalists callhe embodiment truthhonesty overcome political dynasty once more put behind bar the public money chors,1,vote for modi for the glory merry indiasuppose leads nation will proceedhe the best all its nationalists callhe embodiment truthhonesty overcome political dynasty once more put behind bar the public money chors
this goon arnab goswami slave modi shah after got threat his life told once him that does not mean crawls when asked bend what his calibre and standing criticise congress and opposition leaders except chamcha modishame him,1,this goon arnab goswami slave modi shah after got threat his life told once him that does not mean crawls when asked bend what his calibre and standing criticise congress and opposition leaders except chamcha modishame him
rahul praises scientists taunts modi with happy world theatre day jibe,1,rahul praises scientists taunts modi with happy world theatre day jibe
and mother india hes mphil degree holder not fake degree holder like fenku not serial killer but your papa modi per sambit patra your papa modi ask from your mother watch the same video youtube  getting double salary ,1,and mother india hes mphil degree holder not fake degree holder like fenku not serial killer but your papa modi per sambit patra your papa modi ask from your mother watch the same video youtube getting double salary
gandu modi gandu bhakt that what happen when you are born with lun poja with the help pujari there biggest oil and gas reserved discovered that equal reserved iran you abusive comment then reply will abusive this not your gay hind ,1,gandu modi gandu bhakt that what happen when you are born with lun poja with the help pujari there biggest oil and gas reserved discovered that equal reserved iran you abusive comment then reply will abusive this not your gay hind
know after days from day today three person jail first modi second amit third ramdev,1,know after days from day today three person jail first modi second amit third ramdev
first vivek oberoi movie then eros now web series modi one documentary away from becoming the elizabeth holmes obsession india,1,first vivek oberoi movie then eros now web series modi one documentary away from becoming the elizabeth holmes obsession india
was lakh crore rupees npa 2015 now more than 105 lakh crore rupees modi other ran with some amount any idea remaining money who stolen that,1,was lakh crore rupees npa 2015 now more than 105 lakh crore rupees modi other ran with some amount any idea remaining money who stolen that
thanks for giving lead space and defense sector and helping modi reap its benefits and taking credit,1,thanks for giving lead space and defense sector and helping modi reap its benefits and taking credit
wtf now its confirmed modi nawazs best friend nawaz did the same thing with benazir bhutto,1,wtf now its confirmed modi nawazs best friend nawaz did the same thing with benazir bhutto
"for taking credit oppose have this capacity
way feku modi send drdo into induced coma mode since 2014 regarding downing our own satellite can shoot hubble telescope satellite america   ",1,for taking credit oppose have this capacity way feku modi send drdo into induced coma mode since 2014 regarding downing our own satellite can shoot hubble telescope satellite america
bail for nirav modi good work our legal team,1,bail for nirav modi good work our legal team
validity your question only that was economic advice but the fact was political advice economists somehow stop modi,1,validity your question only that was economic advice but the fact was political advice economists somehow stop modi
pure chamcha modinothing praise him this,1,pure chamcha modinothing praise him this
great modi sir,1,great modi sir
ram its time pray shiva that modi returns with second term that you can peacefully retire namah shivaay ,1,ram its time pray shiva that modi returns with second term that you can peacefully retire namah shivaay
wow spoken truly like crony modi buraucrat ,1,wow spoken truly like crony modi buraucrat
sir you are first politician who congrats isro nahi jyadatar log modi congrats kar rahe ,1,sir you are first politician who congrats isro nahi jyadatar log modi congrats kar rahe
modi has made every indian feel proud and secure the fraudsters who took loans during upa rule ran away are being caught the scamsters who looted india are bail the economy growing and the lies have fallen apart looking forward his 2nd term,1,modi has made every indian feel proud and secure the fraudsters who took loans during upa rule ran away are being caught the scamsters who looted india are bail the economy growing and the lies have fallen apart looking forward his 2nd term
"this way better than vivek oberais movie modi
",1,this way better than vivek oberais movie modi
has been telling did this and did that and later whenever there face off with they are well trained well equipped well motivated and now this new drama name knows how fool ,1,has been telling did this and did that and later whenever there face off with they are well trained well equipped well motivated and now this new drama name knows how fool
after lakh jumla 2014 modi have new one raga love indian politics  ,1,after lakh jumla 2014 modi have new one raga love indian politics
the ppl who supports modi are good but the one who questions him are bad wha wha,1,the ppl who supports modi are good but the one who questions him are bad wha wha
she thinks will behave like choosing ashok gehlot over sachin pilot and kamalnath over scindia but what she doesnt know that its modis bjp where blood young flows,1,she thinks will behave like choosing ashok gehlot over sachin pilot and kamalnath over scindia but what she doesnt know that its modis bjp where blood young flows
modis friends were living safely and freely under upa govt but had flee country due fear arrest under modi govt strange ,1,modis friends were living safely and freely under upa govt but had flee country due fear arrest under modi govt strange
credit entirely due modi best the ideas rust bcoz nonimplementation nehru nehru,1,credit entirely due modi best the ideas rust bcoz nonimplementation nehru nehru
inhale the good shit exhale the bullshit ,1,inhale the good shit exhale the bullshit
surewe will make sure stay them powerwe know better why and whose elitist balls are hurting much have alone convinced more than 150 people vote for mrmodi and tat includes dalitmuslims and marginalsied sections jahe jitna jor lga sabse aage honge mrmodi,1,surewe will make sure stay them powerwe know better why and whose elitist balls are hurting much have alone convinced more than 150 people vote for mrmodi and tat includes dalitmuslims and marginalsied sections jahe jitna jor lga sabse aage honge mrmodi
jihadi shahid bhai modi does not support those who out destroy india live not indian but only muslim nothing else always crying whining playing the victim card for eternity supporting terror state pakistan that your true identity,1,jihadi shahid bhai modi does not support those who out destroy india live not indian but only muslim nothing else always crying whining playing the victim card for eternity supporting terror state pakistan that your true identity
modi reveals india successfully tested antisatellite missile asat becomes 4th nation ,1,modi reveals india successfully tested antisatellite missile asat becomes 4th nation
live narendra modi rally akhnoor people large numbers gathered prerecorded ,1,live narendra modi rally akhnoor people large numbers gathered prerecorded
jihadi war bjp modi pagans kafirs one can easily see the jiahdi hands the guise bloggers and ,1,jihadi war bjp modi pagans kafirs one can easily see the jiahdi hands the guise bloggers and
modi repackaged new marketing tool spin the minds precarious indians capability neutralise enemy satellites proved ,1,modi repackaged new marketing tool spin the minds precarious indians capability neutralise enemy satellites proved
modi has not failed does not understand what what except bullet train pulwama balkotrefuted evidence seen world reports including indian famous newspapers,1,modi has not failed does not understand what what except bullet train pulwama balkotrefuted evidence seen world reports including indian famous newspapers
modi giving options skill india rahul giving options kill india choice oursnation first only family feast,1,modi giving options skill india rahul giving options kill india choice oursnation first only family feast
bullet proof jackets ordered modi dec 2018 tht too materials from china patel statue from china rafale order reduced from 126 higher price order taken away from hal where make india has placed any order arms,1,bullet proof jackets ordered modi dec 2018 tht too materials from china patel statue from china rafale order reduced from 126 higher price order taken away from hal where make india has placed any order arms
for the first time crore families have received electricity connection says meerut follow live updates here watch live ,1,for the first time crore families have received electricity connection says meerut follow live updates here watch live
under narendra modi becoming rulemaker the anarchic global orderthe has arrived ,1,under narendra modi becoming rulemaker the anarchic global orderthe has arrived
"very apt for 
please can all all our tweets and replies not matter how long short the tweet ",1,very apt for please can all all our tweets and replies not matter how long short the tweet
"one name the nation trusted and can trust forever narendra modi under whom india has achieved rare feat growth and development being one the fastest growing nations with his strong international diplomacy brand india now recognised
via namo app",1,one name the nation trusted and can trust forever narendra modi under whom india has achieved rare feat growth and development being one the fastest growing nations with his strong international diplomacy brand india now recognised via namo app
"believe not this one the aces modi had his sleeves
unpopular congi durbaari opinion deliberately did give green drdo team during election season yes waited yrs the risk hes taking returns him favor vote intelligent learned edu public
",1,believe not this one the aces modi had his sleeves unpopular congi durbaari opinion deliberately did give green drdo team during election season yes waited yrs the risk hes taking returns him favor vote intelligent learned edu public
wow don’ act then modi soft corruption but act then its political script one more thing nehru had brought income tax act not responsible just asking,1,wow don’ act then modi soft corruption but act then its political script one more thing nehru had brought income tax act not responsible just asking
congress leader chacko says modi has negative opinion for the first family india the first family india truly the first family india india obliged them‼️ first family⁉️ democratic republic⁉️‼️ obliged ⁉️‼️,1,congress leader chacko says modi has negative opinion for the first family india the first family india truly the first family india india obliged them‼️ first family⁉️ democratic republic⁉️‼️ obliged ⁉️‼️
from gujrat modis gujrat billionaires are born his tenure revolutionaized gujrat state has seen the real indutrial revolution under his leadership india witnessing the same revolution ,1,from gujrat modis gujrat billionaires are born his tenure revolutionaized gujrat state has seen the real indutrial revolution under his leadership india witnessing the same revolution
modi will the for next fifty year and destroy terrorist and terror loving countries,1,modi will the for next fifty year and destroy terrorist and terror loving countries
lol she progressive except for supporting modi his hindu supremacists the same way some the progressives support aipac,1,lol she progressive except for supporting modi his hindu supremacists the same way some the progressives support aipac
you are right that this organizations were established upa era but one from gandhi family have political will power that modi have launch the mission like shakti ोीैोुिै ,1,you are right that this organizations were established upa era but one from gandhi family have political will power that modi have launch the mission like shakti ोीैोुिै
love great india modi ,1,love great india modi
more modi speaks more inc peaks say yes,1,more modi speaks more inc peaks say yes
dont surprised announces may 23rd that bjp alone won 1064 seats out 532 seats that polls winning all votes cast balance will nota  ,1,dont surprised announces may 23rd that bjp alone won 1064 seats out 532 seats that polls winning all votes cast balance will nota
"modi bought indian media advt dole
similarly facebook sees extraordinary advt income from bjp cheerleaders now facebook wont budge ban sanghis",1,modi bought indian media advt dole similarly facebook sees extraordinary advt income from bjp cheerleaders now facebook wont budge ban sanghis
jan dhan yojna the most popular and beneficial schame for the poor har bar modi sarkar ,1,jan dhan yojna the most popular and beneficial schame for the poor har bar modi sarkar
election commission today gave clean chit prime minister narendra modi for his address the nation mission shakti the said there was violation modal code pms speechthe opposition parties are helpless now ,1,election commission today gave clean chit prime minister narendra modi for his address the nation mission shakti the said there was violation modal code pms speechthe opposition parties are helpless now
bjp wins more seats ’taka then the entire credit cant modishah devegowda family have huge role play well decision making jds will definitely cost congress big time this elections wrong candidates wrong constituencies ,1,bjp wins more seats ’taka then the entire credit cant modishah devegowda family have huge role play well decision making jds will definitely cost congress big time this elections wrong candidates wrong constituencies
ashu bhai plz share name and all information new law establishe modi govt big loan defaulter,1,ashu bhai plz share name and all information new law establishe modi govt big loan defaulter
this true narender modis parliament speach such mockery his own self the video worth watching atleast once maybe over over again ,1,this true narender modis parliament speach such mockery his own self the video worth watching atleast once maybe over over again
’ only your family that can save india because ’ diverse country the best way for its people’ modernise develop scientific temper instead regressing superstition mahatmanehruindirarajivsonia all are better than modi,1,’ only your family that can save india because ’ diverse country the best way for its people’ modernise develop scientific temper instead regressing superstition mahatmanehruindirarajivsonia all are better than modi
bada hindu didnt approve nehruindirarajivsonia congressthey chose vajpayeejpadani bjps governancesenior core diehard hindu feel bjp now modimodi partytotalitarian does things which high liberal hindu disaprovepeace lovingjio aur jeene donatives looking for change,1,bada hindu didnt approve nehruindirarajivsonia congressthey chose vajpayeejpadani bjps governancesenior core diehard hindu feel bjp now modimodi partytotalitarian does things which high liberal hindu disaprovepeace lovingjio aur jeene donatives looking for change
controlled for more than 100 years starting into your eyes yes are the largest democracy and dont need lectures from country obsessed with dynasty staunch modi supporter but you dont get mock our nation hoping you will strong enough get back,1,controlled for more than 100 years starting into your eyes yes are the largest democracy and dont need lectures from country obsessed with dynasty staunch modi supporter but you dont get mock our nation hoping you will strong enough get back
 cool down chowkidar relax some meditation and yoga might even open your brain see how feku looting and fooling chus like you does your brother from your same mother look like modi ,1,cool down chowkidar relax some meditation and yoga might even open your brain see how feku looting and fooling chus like you does your brother from your same mother look like modi
thanks modi easy identify bhakts ,1,thanks modi easy identify bhakts
the more the opposition talks about asat and criticises modithe better will for modimany indians may not fully understand space based deterrence but thanks the opposition parties they will learn what modi authorized today,1,the more the opposition talks about asat and criticises modithe better will for modimany indians may not fully understand space based deterrence but thanks the opposition parties they will learn what modi authorized today
how can chor family who cheat all citizens can good distributor wealthy innthe exchequer foreign bank accounts their are enough proof need modi oatnaok yogi distribute this cheat has qualification distribute the national wealth,1,how can chor family who cheat all citizens can good distributor wealthy innthe exchequer foreign bank accounts their are enough proof need modi oatnaok yogi distribute this cheat has qualification distribute the national wealth
"breaking news
modi will give lakh each citizen win 2019 lok sabha election excited modi already lakh
ufff ",1,breaking news modi will give lakh each citizen win 2019 lok sabha election excited modi already lakh ufff
the era modernisation cong still living neheru era bullet train need not mission shakti smart city start stand 5th gen fighter rafale every modernisation schemes modi are opposing congrees likes only power loot,1,the era modernisation cong still living neheru era bullet train need not mission shakti smart city start stand 5th gen fighter rafale every modernisation schemes modi are opposing congrees likes only power loot
you think its reasonable support clowns like this guy who sounds like hitler letting such extreme thinkers thrive the biggest reasons why some cannot support and ,1,you think its reasonable support clowns like this guy who sounds like hitler letting such extreme thinkers thrive the biggest reasons why some cannot support and
they love give money people like vijay malaya nirav modi and others but never want layman who core country and hardworker get his her money back ’ not any other bank ’ the pnb bank who given this latter,1,they love give money people like vijay malaya nirav modi and others but never want layman who core country and hardworker get his her money back ’ not any other bank ’ the pnb bank who given this latter
arresting nirav modi and the space missile are obvious preelection gimmicks but much more effective than ralliesads imo,1,arresting nirav modi and the space missile are obvious preelection gimmicks but much more effective than ralliesads imo
people have decided give full majority modi – via namo app ,1,people have decided give full majority modi – via namo app
"
web series modi life wow looking forward this",1,web series modi life wow looking forward this
shri modi sir thanks for handpicking him contest bangalore ,1,shri modi sir thanks for handpicking him contest bangalore
this truly remarkable achievement congrsta isro drdo narendra modi are capable fighting satellites but failed save our soldiers how hundre kgs ammunation crossed border why crpf personnels were not air lifted ,1,this truly remarkable achievement congrsta isro drdo narendra modi are capable fighting satellites but failed save our soldiers how hundre kgs ammunation crossed border why crpf personnels were not air lifted
accepted that too worker bjp and thats very very much objectionable holding constitutional post cant make such statement and the statement that wants modi return too election propaganda ,1,accepted that too worker bjp and thats very very much objectionable holding constitutional post cant make such statement and the statement that wants modi return too election propaganda
haha haha jhut aur such bahut jaldi samjh gya sir abhi tak govt havean ati the you are legend modi sir,1,haha haha jhut aur such bahut jaldi samjh gya sir abhi tak govt havean ati the you are legend modi sir
govt school teachers suspended for social media posts modi pulwama ,1,govt school teachers suspended for social media posts modi pulwama
fair for media give undue coverage modis campaign the media deliberately creating this under some political pressurewhatever happening not good for country continued,1,fair for media give undue coverage modis campaign the media deliberately creating this under some political pressurewhatever happening not good for country continued
modi are making fool and cheating public india really honest chowkidars than fearing face channel with lady for discussion and fearing public decision have faith public india specialy ladys india,1,modi are making fool and cheating public india really honest chowkidars than fearing face channel with lady for discussion and fearing public decision have faith public india specialy ladys india
first knw tht modi not conductin the election hav approach the election commission really tht much concerned abt the country must sacrifice one day earnings and vote shd decide whether prefer note more than vote,1,first knw tht modi not conductin the election hav approach the election commission really tht much concerned abt the country must sacrifice one day earnings and vote shd decide whether prefer note more than vote
"what modi bjp state government are doing
how many lives will modi spoil
when will take action against him blah blah these would the statements there ruling party would have bjp since its her congress party ruling there with rip  ",1,what modi bjp state government are doing how many lives will modi spoil when will take action against him blah blah these would the statements there ruling party would have bjp since its her congress party ruling there with rip
the satellite hit mission shakti measured 15m 15m and was moving 10kms the asat missile was also moving roughly the same speed says modi narrating indias success the main bhi chowkidar townhall watch ,1,the satellite hit mission shakti measured 15m 15m and was moving 10kms the asat missile was also moving roughly the same speed says modi narrating indias success the main bhi chowkidar townhall watch
ghar shadi hai paisa nahi hai think forgot dis dialogue chor modi you mocked poor middle class indians robbing them their own money aftr demo scam tht landed every indians money banks you’ also equal partner dis crime ,1,ghar shadi hai paisa nahi hai think forgot dis dialogue chor modi you mocked poor middle class indians robbing them their own money aftr demo scam tht landed every indians money banks you’ also equal partner dis crime
this modi government the richer has become more richer and the poor has become more poorer and the youth unemployed which the most important part the country ,1,this modi government the richer has become more richer and the poor has become more poorer and the youth unemployed which the most important part the country
really dont care what happens nirav modi keep him send him home not problem far concerned indian parliament has not yet ratified cat and refuse willingly party unethical extraditions,1,really dont care what happens nirav modi keep him send him home not problem far concerned indian parliament has not yet ratified cat and refuse willingly party unethical extraditions
modi did good work last years then why begging this much for vote then why various drama creation then why blaming over opposition and nehru ,1,modi did good work last years then why begging this much for vote then why various drama creation then why blaming over opposition and nehru
hahaha the point but whos care about modi and his bhakt,1,hahaha the point but whos care about modi and his bhakt
"congress slogan 1947 garibi hatao
1952 1957 1962 1967 1971 1980 1984 1991 2004 2009 2014 yrs congress rule out yrs still they saying give chance eliminate poverty whereas gave one chance modi has made huge difference",1,congress slogan 1947 garibi hatao 1952 1957 1962 1967 1971 1980 1984 1991 2004 2009 2014 yrs congress rule out yrs still they saying give chance eliminate poverty whereas gave one chance modi has made huge difference
lok sabha elections 2019 live news narendra modi attacks rahul gandhi for theatre day jibe ,1,lok sabha elections 2019 live news narendra modi attacks rahul gandhi for theatre day jibe
this kinda sums modis year catastrophic reign spreads paranoia indians end hurting their own brethren ,1,this kinda sums modis year catastrophic reign spreads paranoia indians end hurting their own brethren
such the magic the word modi even new born child will try utter the magical word modi ,1,such the magic the word modi even new born child will try utter the magical word modi
enjoy unlimited georgian fine wine modi georgian restaurant for just aed 270 how book through the moonshine app right now ,1,enjoy unlimited georgian fine wine modi georgian restaurant for just aed 270 how book through the moonshine app right now
many many congratulations teammission alot congregation modi ,1,many many congratulations teammission alot congregation modi
upa didn’ give positive response mission shakti was modi who had courage clear former drdo chief ,1,upa didn’ give positive response mission shakti was modi who had courage clear former drdo chief
biharis detest such talkers lalu was better talker who gave jungle raj need modi nitish for peace progress kanhaiya should live jnu where can entertain lutyens ,1,biharis detest such talkers lalu was better talker who gave jungle raj need modi nitish for peace progress kanhaiya should live jnu where can entertain lutyens
with their experimental unsure steps like 6000 per month per year accounts both narendra modi and rahul gandhi fray for 2024 not 2019 united india 400 plus govt certainty now meerut mike pompeo rowling ,1,with their experimental unsure steps like 6000 per month per year accounts both narendra modi and rahul gandhi fray for 2024 not 2019 united india 400 plus govt certainty now meerut mike pompeo rowling
the conduct prime minister modi has itself become reason for the fall the number his own fans ,1,the conduct prime minister modi has itself become reason for the fall the number his own fans
very good its are duty bring good governance for the development the country with modi har har modi ghar ghar modi,1,very good its are duty bring good governance for the development the country with modi har har modi ghar ghar modi
congress leaders are fearing modi comes power 2019 there will election they are right modi comes power 2019 then there will election for congress ,1,congress leaders are fearing modi comes power 2019 there will election they are right modi comes power 2019 then there will election for congress
enough your drama nothing can save modi you better get back journalism before too late,1,enough your drama nothing can save modi you better get back journalism before too late
live modi meerut for election rally ,1,live modi meerut for election rally
opposition wasnt dwelling fools modi would have been stomped dust the public much that and his fanatics would have been relegated graveyard history,1,opposition wasnt dwelling fools modi would have been stomped dust the public much that and his fanatics would have been relegated graveyard history
good that now you are coming with attractive schemes but you had enough time such things the last yrs you have ruled you were engaged incorruptions now modi has delivered lot you came with new schemes defeat modi,1,good that now you are coming with attractive schemes but you had enough time such things the last yrs you have ruled you were engaged incorruptions now modi has delivered lot you came with new schemes defeat modi
understand helplessness bring nehruindira counter rahuls but one point you said modi gave 534 lakh whereas promising 360 lakh for info didnt say will discontinue modis program additional,1,understand helplessness bring nehruindira counter rahuls but one point you said modi gave 534 lakh whereas promising 360 lakh for info didnt say will discontinue modis program additional
enough protecting and 130 crore indian people knew how well you protected your ambani’ adanis chota nirav modi and mehul bhai’ loot and scoot now best thing for you shut your shithole and silent till may 23rd,1,enough protecting and 130 crore indian people knew how well you protected your ambani’ adanis chota nirav modi and mehul bhai’ loot and scoot now best thing for you shut your shithole and silent till may 23rd
you think trend the criteria success then almost daily basis deshwithnamo mainbhimidi namoagain are trending top you agree and have the courage say that whole country with modi,1,you think trend the criteria success then almost daily basis deshwithnamo mainbhimidi namoagain are trending top you agree and have the courage say that whole country with modi
modi built troll army who work like slaves instructions demolish any free thinking that does not work they have hit gangs physically eliminate them any arrangement defeat modi good enough present juncture,1,modi built troll army who work like slaves instructions demolish any free thinking that does not work they have hit gangs physically eliminate them any arrangement defeat modi good enough present juncture
look the language this old bjp candidatetheir nationalism all about modi centric the side effects this appearing democracy about equality accountibility before the lawanti national one who claimed above the law the country ,1,look the language this old bjp candidatetheir nationalism all about modi centric the side effects this appearing democracy about equality accountibility before the lawanti national one who claimed above the law the country
look who validating statement that pakistan does not want modi win pakistani intelligentsia itself ,1,look who validating statement that pakistan does not want modi win pakistani intelligentsia itself
"definitely will make india proud
modi will win",1,definitely will make india proud modi will win
you sushma does ask about only hindus now have the right aswell and modi india hindutva govt need ask more,1,you sushma does ask about only hindus now have the right aswell and modi india hindutva govt need ask more
sincerely believe modi well bjp,1,sincerely believe modi well bjp
single press release ignites much agony and splits the nation here neednot supporters haters but acknowledge the research scientists working over the years remember modi didnot why praise degrade him ,1,single press release ignites much agony and splits the nation here neednot supporters haters but acknowledge the research scientists working over the years remember modi didnot why praise degrade him
all tanks planes were produced during cong rule name one new arms planes brought production india modi,1,all tanks planes were produced during cong rule name one new arms planes brought production india modi
mission shakti drdodeveloped antisatellite system asat successfully destroyed live satellite the low earth orbit prime minister narendra modi talked this landmark ,1,mission shakti drdodeveloped antisatellite system asat successfully destroyed live satellite the low earth orbit prime minister narendra modi talked this landmark
country doesnt need more rajas maharajas modi mai bhi chowkidar event india today ,1,country doesnt need more rajas maharajas modi mai bhi chowkidar event india today
yes big mistake gandhi india would number one country only gandhi made modi indias first chowkidar,1,yes big mistake gandhi india would number one country only gandhi made modi indias first chowkidar
through our vote ensure govt need and deserve anupam kher responds modis vote kar appeal for the 2019 elections republic world via thanks ,1,through our vote ensure govt need and deserve anupam kher responds modis vote kar appeal for the 2019 elections republic world via thanks
top sources the said permission was sought from before the addressed the country about ‘mission shakti’ ,1,top sources the said permission was sought from before the addressed the country about ‘mission shakti’
markets predict modi’ return indian markets breach nine year high nifty highest ever every four years get tandem voluntary retirement  selfmocking ,1,markets predict modi’ return indian markets breach nine year high nifty highest ever every four years get tandem voluntary retirement selfmocking
modi should consider using this challenge against all opposition leaders only top leaders ,1,modi should consider using this challenge against all opposition leaders only top leaders
rahul 1000 time better than modi all aspects modi chai pakode bechne tak theek hai class only crass,1,rahul 1000 time better than modi all aspects modi chai pakode bechne tak theek hai class only crass
"did modi break the protocol announcing about instead drdo india todays’ bjp’ narendra taneja and congress’ share their views
watch with live ",1,did modi break the protocol announcing about instead drdo india todays’ bjp’ narendra taneja and congress’ share their views watch with live
"swartha allidu merit nalli question madidhare madam she has done many social work what has this kid surya has done aprt dorm speeches ‍♂️ many never heard him constituency modi nodkondu inthavnge vote hakthare ankondre definitely will lose
",1,swartha allidu merit nalli question madidhare madam she has done many social work what has this kid surya has done aprt dorm speeches ‍♂️ many never heard him constituency modi nodkondu inthavnge vote hakthare ankondre definitely will lose
"modi government has dismal track record absconding billionaires not forget the pictures nirav modi full embrace the davos days before fled
",1,modi government has dismal track record absconding billionaires not forget the pictures nirav modi full embrace the davos days before fled
"the much touted about modi tsunami brought down its knee the power the people
when the bjp have already conceded clearly and unequivocally shouldnt get with the exercise government formation ",1,the much touted about modi tsunami brought down its knee the power the people when the bjp have already conceded clearly and unequivocally shouldnt get with the exercise government formation
modi many people from andhra respect you lot but eveyone knows that bjp doesnt stand chance lets practical here,1,modi many people from andhra respect you lot but eveyone knows that bjp doesnt stand chance lets practical here
fair point our chokidar major modi work score will equal soon ,1,fair point our chokidar major modi work score will equal soon
very happy again comes narendra modi power,1,very happy again comes narendra modi power
"what will happen narendra modi loses 2019 election rohingyas bangladeshis will have field day scams corruption will comeabck
tukde tukde gang will hyperactive khans will feel safe again hindus will filling jails bcoz communal violence bill
",1,what will happen narendra modi loses 2019 election rohingyas bangladeshis will have field day scams corruption will comeabck tukde tukde gang will hyperactive khans will feel safe again hindus will filling jails bcoz communal violence bill
just found out that troy baker and nolan north voiced magni and modi the new god war game that game just keeps getting better and better,1,just found out that troy baker and nolan north voiced magni and modi the new god war game that game just keeps getting better and better
guys bhupesh baghel stop has been put outsourcing this step has been taken for better employment opportunities created the state itself ,1,guys bhupesh baghel stop has been put outsourcing this step has been taken for better employment opportunities created the state itself
hey presstitutes pidi slaves isro was founded 1969 years after nehru died fyi rest similar modi hating morons use some burnol works best burning asses,1,hey presstitutes pidi slaves isro was founded 1969 years after nehru died fyi rest similar modi hating morons use some burnol works best burning asses
"brahmaputraindiamoskva russiabrahmosbrahmos
this missile system shown our good international relationship mrmodi government both are devlop very powerfully",1,brahmaputraindiamoskva russiabrahmosbrahmos this missile system shown our good international relationship mrmodi government both are devlop very powerfully
"india joins space ‘super league’ shooting down satellite modi says
",1,india joins space ‘super league’ shooting down satellite modi says
achievements aside the shahmodi combo really astute judging people,1,achievements aside the shahmodi combo really astute judging people
what who ruled this country for longest time but result too late too little you need acknowledge huge blunders nehru family could nehru and indira save indian soil snatched china just very short period five years modi has done much more than any other ,1,what who ruled this country for longest time but result too late too little you need acknowledge huge blunders nehru family could nehru and indira save indian soil snatched china just very short period five years modi has done much more than any other
yes this only election plan modi having with him since last five years promises delivered win election for his own benefits and his big business friends country security forces life stakesave democracy save nation true indian surely understand indian values,1,yes this only election plan modi having with him since last five years promises delivered win election for his own benefits and his big business friends country security forces life stakesave democracy save nation true indian surely understand indian values
"modi shah has kept you out kike street dog and here you are talking like great analyst get finance ministry under 1st just nothing front mammoth modi and shah combo
they think good for nothing front arun jaitley",1,modi shah has kept you out kike street dog and here you are talking like great analyst get finance ministry under 1st just nothing front mammoth modi and shah combo they think good for nothing front arun jaitley
best indian reply indian media and modi via ,1,best indian reply indian media and modi via
absolutely and his name damodardas mulchand modi bcz 1947 each and every citizen india got independence from britishers,1,absolutely and his name damodardas mulchand modi bcz 1947 each and every citizen india got independence from britishers
modi’ address the nation india successfully testing antisatellite missile did not violate the model code conduct election commission ,1,modi’ address the nation india successfully testing antisatellite missile did not violate the model code conduct election commission
ohhhhhh the treatment dalit ppl modi raj has reached new high even looking sir has eyes for this sure ,1,ohhhhhh the treatment dalit ppl modi raj has reached new high even looking sir has eyes for this sure
modi slams opposition for showing more faith imran khan than own via thanks ,1,modi slams opposition for showing more faith imran khan than own via thanks
don’ want employment will capable ’ get but ’ not support you instead modi ,1,don’ want employment will capable ’ get but ’ not support you instead modi
"bcome mad
those who ruined nation can loyal themwho authorised say all this nonscencethe dynestians tkn full muzza 65yrs mkng fool pplev must thankful godwho has send the real chaukidari modi save country from loot",1,bcome mad those who ruined nation can loyal themwho authorised say all this nonscencethe dynestians tkn full muzza 65yrs mkng fool pplev must thankful godwho has send the real chaukidari modi save country from loot
polarisation has ideology but try telling that our liberals solid argument how rahul gandhi much polariser narendra modi ,1,polarisation has ideology but try telling that our liberals solid argument how rahul gandhi much polariser narendra modi
prithivi shaw what find for indian team treat watch such classy inning hope you will complete 1st ton this ipl well done emerging player ,1,prithivi shaw what find for indian team treat watch such classy inning hope you will complete 1st ton this ipl well done emerging player
you will win hands down you have great future you wish reach the top master your hindi language skills like modi gujarati sambit patra odiya and late narsimha rao,1,you will win hands down you have great future you wish reach the top master your hindi language skills like modi gujarati sambit patra odiya and late narsimha rao
india really very overwhelminghar har modiii ghar ghar modi ,1,india really very overwhelminghar har modiii ghar ghar modi
wow deliberately highlighting rss but nothing related tukde tukde gang urban naxals stone pelters from abuses hurled modi ,1,wow deliberately highlighting rss but nothing related tukde tukde gang urban naxals stone pelters from abuses hurled modi
sure modi will not address this issue modi will say due security reasons should keep secrect,1,sure modi will not address this issue modi will say due security reasons should keep secrect
true earth flat and this and are misguiding all our beloved mohammad bin abdulla desert boy said earth flat and modi claiming destroyed satellite ahamdulla obviously big lair ,1,true earth flat and this and are misguiding all our beloved mohammad bin abdulla desert boy said earth flat and modi claiming destroyed satellite ahamdulla obviously big lair
this credible news article ,1,this credible news article
not sure but think modi shah are not building well enough the elections considering all opposition parties are trying defeat them over confidence might not the right word but isnt easy looks right now surely,1,not sure but think modi shah are not building well enough the elections considering all opposition parties are trying defeat them over confidence might not the right word but isnt easy looks right now surely
this quite revealing and therefore very much worth reading officer probing nirav modi case transferred decision reversed within hours via ,1,this quite revealing and therefore very much worth reading officer probing nirav modi case transferred decision reversed within hours via
dear your work applaudable modi once again kuldeep jangid ,1,dear your work applaudable modi once again kuldeep jangid
want fair clean govt without modi his friends govt,1,want fair clean govt without modi his friends govt
